shrid2,connected_villages,num_connected_villages,connected_populations,Town-Connected
11-24-472-03772-511087,"['11-24-483-03870-517283', '11-24-472-03772-511052', '11-24-472-03772-511088']",3,,
11-24-472-03772-511088,"['11-24-483-03870-517283', '11-24-472-03772-511052', '11-24-472-03772-511087']",3,,
11-24-472-03772-511098,"['11-24-472-03772-511114', '11-24-472-03772-511103', '11-24-472-03772-511102']",3,,
11-24-472-03772-511102,"['11-24-472-03772-511114', '11-24-472-03772-511098', '11-24-472-03772-511103']",3,,
11-24-472-03772-511103,"['11-24-472-03772-511114', '11-24-472-03772-511098', '11-24-472-03772-511102']",3,,
11-24-472-03772-511105,['11-24-472-03772-511113'],1,['7149.0'],1.0
11-24-472-03772-511113,['11-24-472-03772-511105'],1,['2873.0'],1.0
11-24-472-03772-511114,"['11-24-472-03772-511103', '11-24-472-03772-511098', '11-24-472-03772-511115', '11-24-472-03772-511102']",4,,
11-24-472-03772-511115,['11-24-472-03772-511114'],1,['782.0'],0.0
11-24-472-03772-802473,"['11-24-472-03772-511044', '11-24-472-03772-511043']",2,,
11-24-473-03773-511136,[],0,,
11-24-473-03773-511158,"['11-24-473-03773-511163', '11-24-473-03773-511159', '11-24-473-03773-511162']",3,,
11-24-473-03773-511159,"['11-24-473-03773-511158', '11-24-473-03773-511163', '11-24-473-03773-511162']",3,,
11-24-473-03773-511162,"['11-24-473-03773-511158', '11-24-473-03773-511159', '11-24-473-03773-511163']",3,"['2175.0', '1015.0', '7406.0']",1.0
11-24-473-03773-511163,"['11-24-473-03773-511158', '11-24-473-03773-511159', '11-24-473-03773-511162']",3,,
11-24-473-03773-511182,['11-24-474-03780-511571'],1,['1831.0'],0.0
11-24-473-03773-802474,['11-24-471-03759-509660'],1,,
11-24-473-03774-511194,['11-24-471-03756-509442'],1,['5811.0'],1.0
11-24-473-03774-511195,['11-24-471-03756-509444'],1,,
11-24-473-03774-511201,['11-24-471-03756-509433'],1,,
11-24-473-03774-511206,[],0,[nan],0.0
11-24-473-03774-511220,[],0,,
11-24-473-03775-511271,[],0,[nan],0.0
11-24-473-03775-511272,[],0,[nan],0.0
11-24-473-03776-511315,"['11-24-473-03776-511317', '11-24-473-03776-511316']",2,,
11-24-473-03776-511316,"['11-24-473-03776-511317', '11-24-473-03776-511315']",2,,
11-24-473-03776-511317,"['11-24-473-03776-511316', '11-24-473-03776-511315']",2,,
11-24-473-03776-511331,[],0,,
11-24-473-03776-511333,['11-24-473-03776-511346'],1,,
11-24-473-03776-511346,"['11-24-473-03776-511333', '11-24-473-03776-511348']",2,,
11-24-473-03776-511348,['11-24-473-03776-511346'],1,,
11-24-473-03776-511362,[],0,,
11-24-473-03776-511364,"['11-24-483-03869-517178', '11-24-473-03776-511365']",2,,
11-24-473-03776-511365,"['11-24-483-03869-517178', '11-24-473-03776-511364']",2,,
11-24-473-03776-511373,"['11-24-473-03776-511382', '11-24-473-03776-511383', '11-24-473-03776-511387']",3,,
11-24-473-03776-511377,"['11-24-474-03782-511634', '11-24-473-03776-511389']",2,,
11-24-473-03776-511382,"['11-24-473-03776-511373', '11-24-473-03776-511383', '11-24-473-03776-511387']",3,,
11-24-473-03776-511383,"['11-24-473-03776-511373', '11-24-473-03776-511382', '11-24-473-03776-511387']",3,,
11-24-473-03776-511387,"['11-24-473-03776-511373', '11-24-473-03776-511382', '11-24-473-03776-511383']",3,,
11-24-473-03776-511389,['11-24-473-03776-511377'],1,,
11-24-474-03777-511407,['11-24-474-03777-511408'],1,,
11-24-474-03777-511408,['11-24-474-03777-511407'],1,,
11-24-474-03777-511409,[],0,,
11-24-474-03777-511410,"['11-24-474-03777-511422', '11-24-474-03777-511421']",2,,
11-24-474-03777-511411,['11-24-474-03777-511412'],1,,
11-24-474-03777-511412,['11-24-474-03777-511411'],1,,
11-24-474-03777-511413,"['11-24-474-03777-511416', '11-24-474-03777-511417']",2,,
11-24-474-03777-511415,"['11-24-474-03777-511429', '11-24-474-03777-511428']",2,,
11-24-474-03777-511416,"['11-24-474-03777-511413', '11-24-474-03777-511417']",2,,
11-24-474-03777-511417,"['11-24-474-03777-511413', '11-24-474-03777-511429', '11-24-474-03777-511416', '11-24-474-03777-511427']",4,,
11-24-474-03777-511419,"['11-24-474-03777-511434', '11-24-474-03777-511425', '11-24-474-03777-511420']",3,,
11-24-474-03777-511420,"['11-24-474-03777-511419', '11-24-474-03777-511434', '11-24-474-03777-511425']",3,,
11-24-474-03777-511421,"['11-24-474-03777-511422', '11-24-474-03777-511410']",2,,
11-24-474-03777-511422,"['11-24-474-03777-511421', '11-24-474-03777-511410']",2,,
11-24-474-03777-511425,"['11-24-474-03777-511419', '11-24-474-03777-511434', '11-24-474-03777-511420']",3,,
11-24-474-03777-511427,"['11-24-474-03777-511429', '11-24-474-03777-511417']",2,,
11-24-474-03777-511428,"['11-24-474-03777-511415', '11-24-474-03777-511429']",2,,
11-24-474-03777-511429,"['11-24-474-03777-511415', '11-24-474-03777-511427', '11-24-474-03777-511417', '11-24-475-03790-512120', '11-24-474-03777-511431', '11-24-474-03777-511428']",6,,
11-24-474-03777-511431,"['11-24-474-03777-511429', '11-24-475-03790-512120']",2,,
11-24-474-03777-511434,"['11-24-474-03777-511419', '11-24-474-03777-511425', '11-24-474-03777-511420']",3,,
11-24-474-03777-511436,['11-24-474-03777-511438'],1,,
11-24-474-03777-511438,['11-24-474-03777-511436'],1,,
11-24-474-03778-511445,"['11-24-474-03778-511452', '11-24-474-03778-511446', '11-24-474-03778-511453']",3,,
11-24-474-03778-511446,"['11-24-474-03778-511445', '11-24-474-03778-511452', '11-24-474-03778-511453']",3,,
11-24-474-03778-511452,"['11-24-474-03778-511445', '11-24-474-03778-511446', '11-24-474-03778-511453']",3,,
11-24-474-03778-511453,"['11-24-474-03778-511445', '11-24-474-03778-511446', '11-24-474-03778-511452']",3,,
11-24-474-03778-511458,"['11-24-474-03778-511467', '11-24-474-03778-511470']",2,,
11-24-474-03778-511461,[],0,,
11-24-474-03778-511465,"['11-24-474-03778-511466', '11-24-474-03778-511472', '11-24-474-03778-511478']",3,,
11-24-474-03778-511466,"['11-24-474-03778-511478', '11-24-474-03778-511472', '11-24-474-03778-511465']",3,,
11-24-474-03778-511467,"['11-24-474-03778-511458', '11-24-474-03778-511470']",2,,
11-24-474-03778-511469,[],0,,
11-24-474-03778-511470,"['11-24-474-03778-511458', '11-24-474-03778-511467']",2,,
11-24-474-03778-511472,"['11-24-474-03778-511466', '11-24-474-03778-511478', '11-24-474-03778-511465']",3,,
11-24-474-03778-511476,"['11-24-471-03759-509648', '11-24-474-03778-511477']",2,,
11-24-474-03778-511477,"['11-24-474-03778-511476', '11-24-471-03759-509648']",2,,
11-24-474-03778-511478,"['11-24-474-03778-511466', '11-24-474-03778-511472', '11-24-474-03778-511465']",3,,
11-24-474-03778-511482,[],0,,
11-24-474-03778-511489,[],0,,
11-24-474-03778-511492,"['11-24-474-03778-511493', '11-24-474-03778-511494']",2,,
11-24-474-03778-511493,"['11-24-474-03778-511492', '11-24-474-03778-511494']",2,,
11-24-474-03778-511494,"['11-24-474-03778-511493', '11-24-474-03778-511492']",2,,
11-24-474-03779-511508,[],0,,
11-24-474-03779-511510,[],0,,
11-24-474-03779-511520,['11-24-474-03779-511521'],1,,
11-24-474-03779-511521,['11-24-474-03779-511520'],1,,
11-24-474-03779-511539,[],0,,
11-24-474-03779-511545,"['11-24-474-03779-511550', '11-24-474-03779-511546']",2,,
11-24-474-03779-511546,"['11-24-474-03779-511545', '11-24-474-03779-511550']",2,,
11-24-474-03779-511549,['11-24-474-03779-511555'],1,,
11-24-474-03779-511550,"['11-24-474-03779-511545', '11-24-474-03779-511546']",2,,
11-24-474-03779-511554,['11-24-474-03779-511558'],1,,
11-24-474-03779-511555,['11-24-474-03779-511549'],1,,
11-24-474-03779-511558,['11-24-474-03779-511554'],1,,
11-24-474-03779-511562,[],0,,
11-24-474-03780-511571,['11-24-473-03773-511182'],1,,
11-24-474-03780-511582,[],0,,
11-24-474-03780-511588,['11-24-474-03780-511589'],1,,
11-24-474-03780-511589,['11-24-474-03780-511588'],1,,
11-24-474-03780-511593,['11-24-474-03780-511599'],1,,
11-24-474-03780-511595,[],0,,
11-24-474-03780-511596,['11-24-474-03780-511597'],1,,
11-24-474-03780-511597,['11-24-474-03780-511596'],1,,
11-24-474-03780-511599,['11-24-474-03780-511593'],1,,
11-24-474-03780-511600,[],0,,
11-24-474-03780-511602,[],0,,
11-24-474-03780-511603,[],0,,
11-24-474-03780-511607,[],0,,
11-24-474-03780-511613,[],0,,
11-24-474-03780-511614,[],0,,
11-24-474-03781-802484,"['11-24-474-03782-511669', '11-24-474-03782-511668']",2,,
11-24-474-03782-511634,"['11-24-473-03776-511377', '11-24-474-03782-511635', '11-24-474-03782-511636']",3,,
11-24-474-03782-511635,"['11-24-474-03782-511634', '11-24-474-03782-511636']",2,,
11-24-474-03782-511636,"['11-24-474-03782-511635', '11-24-474-03782-511634']",2,,
11-24-474-03782-511643,['11-24-474-03782-511647'],1,,
11-24-474-03782-511647,['11-24-474-03782-511643'],1,['10102.0'],1.0
11-24-474-03782-511648,[],0,,
11-24-474-03782-511655,['11-24-474-03782-511661'],1,,
11-24-474-03782-511661,['11-24-474-03782-511655'],1,['5088.0'],1.0
11-24-474-03782-511668,"['11-24-474-03782-511669', '11-24-474-03781-802484']",2,,
11-24-474-03782-511669,"['11-24-474-03782-511668', '11-24-474-03781-802484']",2,,
11-24-474-03782-511673,['11-24-474-03782-511687'],1,,
11-24-474-03782-511674,['11-24-474-03782-511675'],1,,
11-24-474-03782-511675,"['11-24-474-03782-511676', '11-24-474-03782-511674']",2,,
11-24-474-03782-511676,['11-24-474-03782-511675'],1,,
11-24-474-03782-511679,[],0,,
11-24-474-03782-511680,['11-24-474-03782-511681'],1,,
11-24-474-03782-511681,"['11-24-474-03782-511683', '11-24-474-03782-511680', '11-24-474-03782-802485']",3,,
11-24-474-03782-511683,"['11-24-474-03782-511681', '11-24-474-03782-802485']",2,,
11-24-474-03782-511687,['11-24-474-03782-511673'],1,,
11-24-474-03782-802485,"['11-24-474-03782-511683', '11-24-474-03782-511681']",2,,
11-24-474-03783-511696,['11-24-474-03783-511697'],1,['5776.0'],1.0
11-24-474-03783-511697,['11-24-474-03783-511696'],1,,
11-24-474-03783-511700,[],0,,
11-24-474-03783-511704,[],0,,
11-24-474-03783-511707,"['11-24-474-03784-511794', '11-24-474-03783-511710']",2,,
11-24-474-03783-511710,"['11-24-474-03783-511722', '11-24-474-03783-511707', '11-24-474-03784-511794']",3,,
11-24-474-03783-511722,['11-24-474-03783-511710'],1,,
11-24-474-03783-511724,"['11-24-474-03783-511739', '11-24-474-03783-511737']",2,,
11-24-474-03783-511734,"['11-24-474-03783-511740', '11-24-474-03783-511735']",2,,
11-24-474-03783-511735,"['11-24-474-03783-511734', '11-24-474-03783-511740']",2,,
11-24-474-03783-511737,"['11-24-474-03783-511724', '11-24-474-03783-511739']",2,,
11-24-474-03783-511738,['11-24-474-03784-511808'],1,,
11-24-474-03783-511739,"['11-24-474-03783-511724', '11-24-474-03783-511737']",2,,
11-24-474-03783-511740,"['11-24-474-03783-511734', '11-24-474-03783-511735']",2,,
11-24-474-03783-511742,[],0,,
11-24-474-03783-511747,"['11-24-474-03784-511809', '11-24-474-03783-511748']",2,,
11-24-474-03783-511748,"['11-24-474-03784-511809', '11-24-474-03783-511747', '11-24-474-03783-511749']",3,,
11-24-474-03783-511749,['11-24-474-03783-511748'],1,,
11-24-474-03783-511752,"['11-24-474-03783-511754', '11-24-474-03783-511753']",2,,
11-24-474-03783-511753,"['11-24-474-03783-511754', '11-24-474-03783-511752']",2,,
11-24-474-03783-511754,"['11-24-474-03783-511752', '11-24-474-03783-511753']",2,,
11-24-474-03783-511761,['11-24-474-03783-511762'],1,,
11-24-474-03783-511762,['11-24-474-03783-511761'],1,,
11-24-474-03784-511766,"['11-24-474-03784-511777', '11-24-474-03784-511776']",2,,
11-24-474-03784-511774,['11-24-474-03784-511784'],1,,
11-24-474-03784-511776,"['11-24-474-03784-511766', '11-24-474-03784-511777']",2,,
11-24-474-03784-511777,"['11-24-474-03784-511766', '11-24-474-03784-511781', '11-24-474-03784-511776']",3,,
11-24-474-03784-511781,['11-24-474-03784-511777'],1,,
11-24-474-03784-511784,"['11-24-474-03784-511785', '11-24-474-03784-511796', '11-24-474-03784-511774']",3,,
11-24-474-03784-511785,"['11-24-474-03784-511784', '11-24-474-03784-511796']",2,,
11-24-474-03784-511794,"['11-24-474-03783-511707', '11-24-474-03783-511710']",2,,
11-24-474-03784-511795,['11-24-474-03784-511796'],1,,
11-24-474-03784-511796,"['11-24-474-03784-511784', '11-24-474-03784-511795', '11-24-474-03784-511785']",3,,
11-24-474-03784-511808,['11-24-474-03783-511738'],1,,
11-24-474-03784-511809,"['11-24-474-03783-511747', '11-24-474-03783-511748']",2,,
11-24-474-03785-511820,[],0,,
11-24-474-03785-511821,['11-24-474-03785-511824'],1,,
11-24-474-03785-511823,[],0,,
11-24-474-03785-511824,['11-24-474-03785-511821'],1,,
11-24-474-03785-511825,"['11-24-474-03785-511826', '11-24-474-03785-511827', '11-24-474-03785-511845']",3,,
11-24-474-03785-511826,"['11-24-474-03785-511845', '11-24-474-03785-511825', '11-24-474-03785-511827']",3,,
11-24-474-03785-511827,"['11-24-474-03785-511826', '11-24-474-03785-511825', '11-24-474-03785-511845']",3,,
11-24-474-03785-511830,['11-24-474-03785-511841'],1,,
11-24-474-03785-511831,[],0,,
11-24-474-03785-511838,"['11-24-474-03785-511839', '11-24-474-03786-511858']",2,,
11-24-474-03785-511839,"['11-24-474-03786-511858', '11-24-474-03785-511838']",2,,
11-24-474-03785-511841,['11-24-474-03785-511830'],1,,
11-24-474-03785-511843,[],0,,
11-24-474-03785-511845,"['11-24-474-03785-511826', '11-24-474-03785-511825', '11-24-474-03785-511827']",3,,
11-24-474-03786-511848,[],0,,
11-24-474-03786-511850,['11-24-474-03786-511852'],1,,
11-24-474-03786-511852,['11-24-474-03786-511850'],1,,
11-24-474-03786-511858,"['11-24-474-03786-511859', '11-24-474-03785-511839', '11-24-474-03785-511838']",3,,
11-24-474-03786-511859,['11-24-474-03786-511858'],1,,
11-24-474-03786-511872,[],0,[nan],0.0
11-24-474-03787-511873,"['11-24-475-03797-512572', '11-24-474-03787-511875']",2,,
11-24-474-03787-511874,['11-24-474-03787-511875'],1,,
11-24-474-03787-511875,"['11-24-474-03787-511873', '11-24-474-03787-511874']",2,,
11-24-474-03787-511881,"['11-24-474-03787-511882', '11-24-474-03787-511885']",2,,
11-24-474-03787-511882,"['11-24-474-03787-511885', '11-24-474-03787-511881']",2,,
11-24-474-03787-511883,['11-24-474-03787-511885'],1,,
11-24-474-03787-511885,"['11-24-474-03787-511883', '11-24-474-03787-511881', '11-24-474-03787-511882']",3,,
11-24-474-03787-511895,['11-24-474-03787-511896'],1,,
11-24-474-03787-511896,"['11-24-474-03787-511897', '11-24-474-03787-511895']",2,,
11-24-474-03787-511897,['11-24-474-03787-511896'],1,,
11-24-474-03787-511904,"['11-24-474-03787-511905', '11-24-474-03787-511928']",2,,
11-24-474-03787-511905,"['11-24-474-03787-511928', '11-24-474-03787-511904']",2,,
11-24-474-03787-511914,[],0,,
11-24-474-03787-511924,[],0,,
11-24-474-03787-511925,['11-24-474-03787-511926'],1,,
11-24-474-03787-511926,['11-24-474-03787-511925'],1,,
11-24-474-03787-511928,"['11-24-474-03787-511905', '11-24-474-03787-511904']",2,,
11-24-474-03787-511929,['11-24-474-03787-511931'],1,,
11-24-474-03787-511930,['11-24-474-03787-511931'],1,,
11-24-474-03787-511931,"['11-24-474-03787-511930', '11-24-474-03787-511929']",2,,
11-24-474-03787-511933,[],0,,
11-24-474-03787-511934,"['11-24-474-03787-511936', '11-24-474-03787-511938']",2,,
11-24-474-03787-511936,"['11-24-474-03787-511934', '11-24-474-03787-511938']",2,,
11-24-474-03787-511938,"['11-24-474-03787-511934', '11-24-474-03787-511939', '11-24-474-03787-511936']",3,,
11-24-474-03787-511939,['11-24-474-03787-511938'],1,,
11-24-474-03787-511940,['11-24-474-03787-511941'],1,,
11-24-474-03787-511941,['11-24-474-03787-511940'],1,,
11-24-475-03788-511951,"['11-24-475-03788-511960', '11-24-475-03788-511962', '11-24-475-03788-802490']",3,,
11-24-475-03788-511952,['11-24-475-03788-511953'],1,['1478.0'],0.0
11-24-475-03788-511953,['11-24-475-03788-511952'],1,,
11-24-475-03788-511960,"['11-24-475-03788-511951', '11-24-475-03788-511962', '11-24-475-03788-802490']",3,,
11-24-475-03788-511962,"['11-24-475-03788-511960', '11-24-475-03788-511951', '11-24-475-03788-802490']",3,,
11-24-475-03788-511990,[],0,,
11-24-475-03788-511994,['11-24-475-03788-511998'],1,,
11-24-475-03788-511998,['11-24-475-03788-511994'],1,,
11-24-475-03788-802490,"['11-24-475-03788-511960', '11-24-475-03788-511951', '11-24-475-03788-511962']",3,,
11-24-475-03789-512017,[],0,[nan],0.0
11-24-475-03790-512073,[],0,[nan],0.0
11-24-475-03790-512091,[],0,,
11-24-475-03790-512120,"['11-24-474-03777-511429', '11-24-474-03777-511431']",2,,
11-24-475-03790-512124,['11-24-475-03790-512132'],1,,
11-24-475-03790-512128,['11-24-475-03790-802492'],1,,
11-24-475-03790-512132,['11-24-475-03790-512124'],1,,
11-24-475-03790-512136,[],0,,
11-24-475-03790-802492,['11-24-475-03790-512128'],1,,
11-24-475-03791-512168,[],0,,
11-24-475-03793-512249,['11-24-475-03793-512252'],1,,
11-24-475-03793-512252,['11-24-475-03793-512249'],1,,
11-24-475-03793-512265,"['11-24-475-03793-512272', '11-24-475-03793-512283']",2,,
11-24-475-03793-512268,"['11-24-475-03793-512270', '11-24-475-03793-512269']",2,,
11-24-475-03793-512269,"['11-24-475-03793-512270', '11-24-475-03793-512268']",2,,
11-24-475-03793-512270,"['11-24-475-03793-512268', '11-24-475-03793-512269']",2,,
11-24-475-03793-512271,[],0,,
11-24-475-03793-512272,"['11-24-475-03793-512265', '11-24-475-03793-512283']",2,,
11-24-475-03793-512283,"['11-24-475-03793-512265', '11-24-475-03793-512272']",2,,
11-24-475-03793-512299,"['11-24-475-03795-512418', '11-24-475-03795-512419']",2,,
11-24-475-03794-512310,"['11-24-475-03794-512312', '11-24-475-03794-512311']",2,,
11-24-475-03794-512311,"['11-24-475-03794-512312', '11-24-475-03794-512318', '11-24-475-03794-512310', '11-24-475-03794-512320']",4,,
11-24-475-03794-512312,"['11-24-475-03794-512320', '11-24-475-03794-512318', '11-24-475-03794-512310', '11-24-475-03794-512311']",4,,
11-24-475-03794-512318,"['11-24-475-03794-512312', '11-24-475-03794-512320', '11-24-475-03794-512311']",3,,
11-24-475-03794-512320,"['11-24-475-03794-512312', '11-24-475-03794-512318', '11-24-475-03794-512311']",3,,
11-24-475-03794-512331,['11-24-475-03794-512337'],1,,
11-24-475-03794-512337,['11-24-475-03794-512331'],1,,
11-24-475-03794-512346,[],0,,
11-24-475-03794-512347,"['11-24-475-03794-512358', '11-24-475-03794-512348', '11-24-475-03794-512364']",3,,
11-24-475-03794-512348,"['11-24-475-03794-512358', '11-24-475-03794-512347', '11-24-475-03794-512364']",3,,
11-24-475-03794-512352,"['11-24-475-03794-512353', '11-24-475-03794-512370', '11-24-475-03794-512354', '11-24-475-03794-802496', '11-24-475-03795-512456', '11-24-475-03795-512473']",6,,
11-24-475-03794-512353,"['11-24-475-03794-512352', '11-24-475-03794-512370', '11-24-475-03794-512354', '11-24-475-03794-802496', '11-24-475-03795-512456', '11-24-475-03795-512473']",6,,
11-24-475-03794-512354,"['11-24-475-03794-512353', '11-24-475-03794-512352', '11-24-475-03794-512370', '11-24-475-03794-802496', '11-24-475-03795-512456', '11-24-475-03795-512473']",6,,
